time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-06 00:00:00+00:00,1,1,9,4
2024-10-07 00:00:00+00:00,368,7,51,13
2024-10-08 00:00:00+00:00,205,5,104,22
2024-10-09 00:00:00+00:00,75,2,75,16
2024-10-10 00:00:00+00:00,37,2,56,19
2024-10-11 00:00:00+00:00,2,2,14,10
2024-10-12 00:00:00+00:00,6,4,7,6
2024-10-13 00:00:00+00:00,110,3,14,9
2024-10-14 00:00:00+00:00,699,8,165,26
2024-10-15 00:00:00+00:00,149,6,111,38
2024-10-16 00:00:00+00:00,119,4,161,25
2024-10-17 00:00:00+00:00,406,8,133,23
2024-10-18 00:00:00+00:00,742,12,117,16
2024-10-19 00:00:00+00:00,2,2,15,8
