referrer,views_total,views_unique
github.com,191,11
Google,59,22
seissol.org,57,20
deref-gmx.net,21,1
seissol.readthedocs.io,18,7
DuckDuckGo,15,3
Bing,8,5
cn.bing.com,5,4
tandem.readthedocs.io,2,1
chatgpt.com,2,1
