referrer,views_total,views_unique
Google,230,44
seissol.org,107,41
github.com,71,13
seissol.readthedocs.io,49,10
Bing,19,9
deref-gmx.net,14,1
hpcadvisorycouncil.atlassian.net,13,4
cn.bing.com,9,6
DuckDuckGo,8,4
chatgpt.com,5,3
