referrer,views_total,views_unique
github.com,131,12
seissol.org,129,21
deref-gmx.net,57,1
Google,50,22
DuckDuckGo,14,2
seissol.readthedocs.io,12,6
cn.bing.com,3,2
link.gitcode.com,2,1
tandem.readthedocs.io,2,1
chatgpt.com,1,1
