referrer,views_total,views_unique
github.com,112,16
Google,49,9
seissol.org,46,22
Bing,26,5
academic.oup.com,14,2
cn.bing.com,12,6
seissol.readthedocs.io,10,6
m.sogou.com,2,1
hpcadvisorycouncil.com,2,1
search.naver.com,1,1
