time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-04 00:00:00+00:00,234,15,31,27
2026-08-05 00:00:00+00:00,1705,29,28,24
2026-08-06 00:00:00+00:00,495,12,41,15
2026-08-07 00:00:00+00:00,839,20,19,16
2026-08-08 00:00:00+00:00,1888,38,100,100
2026-08-09 00:00:00+00:00,538,27,155,155
2026-08-10 00:00:00+00:00,92,78,24,17
2026-08-11 00:00:00+00:00,721,24,17,16
2026-08-12 00:00:00+00:00,1260,23,16,12
2026-08-13 00:00:00+00:00,51,20,21,11
2026-08-14 00:00:00+00:00,56,22,25,13
2026-08-15 00:00:00+00:00,320,11,8,3
2026-08-16 00:00:00+00:00,243,14,17,14
2026-08-17 00:00:00+00:00,897,23,88,33
