referrer,views_total,views_unique
github.com,51,16
Google,31,14
Baidu,27,4
seissol.org,20,10
Bing,13,7
seissol.readthedocs.io,12,8
www5.in.tum.de,3,1
search.brave.com,2,1
yuanbao.tencent.com,2,1
Yahoo,1,1
