url_path,views_total,views_unique
/SeisSol/SeisSol,127,79
/SeisSol/SeisSol/tree/master/postprocessing,41,6
/SeisSol/SeisSol/tree/master/postprocessing/science,36,5
/SeisSol/SeisSol/commits/master,36,3
/SeisSol/SeisSol/tree/master/src,32,8
/SeisSol/SeisSol/pulls,22,6
/SeisSol/SeisSol/blob/master/postprocessing/science/GroundMotionParametersMaps/ComputeGroundMotionParametersFromSurfaceOutput_Hybrid.py,16,4
/SeisSol/SeisSol/tree/master/Documentation,15,5
/SeisSol/SeisSol/commits,15,3
/SeisSol/SeisSol/issues,14,6
