referrer,views_total,views_unique
Google,90,32
seissol.org,65,23
github.com,63,14
Bing,21,7
cn.bing.com,6,5
seissol.readthedocs.io,6,5
nature.com,6,4
link.zhihu.com,5,2
deref-gmx.net,5,1
hpcadvisorycouncil.com,4,2
