referrer,views_total,views_unique
seissol.org,78,34
Google,65,17
github.com,60,17
Bing,34,13
seissol.readthedocs.io,26,8
cn.bing.com,23,13
Baidu,4,1
nature.com,3,3
blog.csdn.net,2,1
easyinit.readthedocs.io,2,1
