referrer,views_total,views_unique
github.com,78,15
seissol.org,74,32
Google,61,14
Bing,38,12
seissol.readthedocs.io,26,8
cn.bing.com,22,11
Baidu,4,1
nature.com,3,3
hpcadvisorycouncil.com,3,2
easyinit.readthedocs.io,2,1
