url_path,views_total,views_unique
/SeisSol/SeisSol,227,109
/SeisSol/SeisSol/pulls,72,10
/SeisSol/SeisSol/tree/master/src,49,12
/SeisSol/SeisSol/tree/master/preprocessing/science/kinematic_models,32,2
/SeisSol/SeisSol/issues,22,11
/SeisSol/SeisSol/blob/master/preprocessing/science/kinematic_models/generate_FL33_input_files.py,17,2
/SeisSol/SeisSol/tree/master/Documentation,16,7
/SeisSol/SeisSol/pull/1122,16,4
/SeisSol/SeisSol/blob/davschneller/frontier-instructions/Documentation/lumi.rst,14,1
/SeisSol/SeisSol/tree/master/preprocessing/science/rconv/src,14,1
