time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-18 00:00:00+00:00,363,9,80,27
2025-03-19 00:00:00+00:00,137,11,79,26
2025-03-20 00:00:00+00:00,264,15,117,25
2025-03-21 00:00:00+00:00,725,10,46,17
2025-03-22 00:00:00+00:00,9,7,5,4
2025-03-23 00:00:00+00:00,8,5,19,9
2025-03-24 00:00:00+00:00,1313,8,72,21
2025-03-25 00:00:00+00:00,747,16,95,20
2025-03-26 00:00:00+00:00,122,8,135,21
2025-03-27 00:00:00+00:00,486,11,103,21
2025-03-28 00:00:00+00:00,1471,17,100,19
2025-03-29 00:00:00+00:00,1224,14,56,10
2025-03-30 00:00:00+00:00,140,11,59,27
2025-03-31 00:00:00+00:00,293,13,150,19
