referrer,views_total,views_unique
Google,151,36
github.com,65,19
seissol.org,64,22
seissol.readthedocs.io,25,5
cn.bing.com,11,1
DuckDuckGo,7,2
deref-gmx.net,7,1
agupubs.onlinelibrary.wiley.com,5,2
mail.google.com,4,2
ecosia.org,4,1
