referrer,views_total,views_unique
Google,110,24
seissol.org,65,23
github.com,59,14
seissol.readthedocs.io,32,9
Bing,27,3
hpcadvisorycouncil.atlassian.net,25,2
Baidu,8,1
deref-gmx.net,7,2
cn.bing.com,5,4
DuckDuckGo,5,2
