time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-05 00:00:00+00:00,128.0,12.0,46,15
2025-08-06 00:00:00+00:00,248.0,9.0,37,13
2025-08-07 00:00:00+00:00,18.0,10.0,35,21
2025-08-08 00:00:00+00:00,17.0,7.0,28,17
2025-08-09 00:00:00+00:00,320.0,16.0,15,5
2025-08-10 00:00:00+00:00,481.0,26.0,36,6
2025-08-11 00:00:00+00:00,1445.0,30.0,124,19
2025-08-12 00:00:00+00:00,465.0,14.0,138,22
2025-08-13 00:00:00+00:00,252.0,14.0,72,21
2025-08-14 00:00:00+00:00,294.0,10.0,130,14
2025-08-15 00:00:00+00:00,,,80,10
2025-08-16 00:00:00+00:00,,,5,4
2025-08-17 00:00:00+00:00,,,21,7
2025-08-18 00:00:00+00:00,,,82,14
