referrer,views_total,views_unique
github.com,109,17
Google,65,24
seissol.org,59,25
seissol.readthedocs.io,10,4
Bing,9,3
cn.bing.com,6,5
Baidu,2,2
chatgpt.com,2,2
deref-gmx.net,2,1
cs.cit.tum.de,1,1
