referrer,views_total,views_unique
seissol.org,90,16
Google,55,31
github.com,21,12
seissol.readthedocs.io,11,7
DuckDuckGo,7,3
cn.bing.com,3,2
search.brave.com,2,2
link.springer.com,2,2
link.gitcode.com,2,1
deref-gmx.net,2,1
