referrer,views_total,views_unique
github.com,162,10
Google,63,23
seissol.org,58,20
deref-gmx.net,21,1
seissol.readthedocs.io,18,7
DuckDuckGo,15,3
Bing,8,5
cn.bing.com,5,4
chatgpt.com,3,2
nature.com,2,2
