referrer,views_total,views_unique
github.com,163,23
Google,162,49
seissol.org,102,31
cn.bing.com,44,9
seissol.readthedocs.io,29,6
hpcadvisorycouncil.atlassian.net,15,2
DuckDuckGo,12,2
Bing,11,8
hpcadvisorycouncil.com,7,5
deref-gmx.net,5,1
