url_path,views_total,views_unique
/SeisSol/SeisSol,176,97
/SeisSol/SeisSol/pulls,19,6
/SeisSol/SeisSol/discussions,18,6
/SeisSol/SeisSol/pull/1198,18,2
/SeisSol/SeisSol/tree/master/postprocessing/science/GroundMotionParametersMaps,15,2
/SeisSol/SeisSol/issues,13,7
/SeisSol/SeisSol/blob/master/preprocessing/meshing/gmsh2gambit/README.md,10,6
/SeisSol/SeisSol/pull/1198/files,9,2
/SeisSol/SeisSol/issues/691,8,6
/SeisSol/SeisSol/blob/master/postprocessing/science/spectral_corner_frequency_from_surface_xdmf.py,8,2
