time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-18 00:00:00+00:00,431,20,20,14
2025-10-19 00:00:00+00:00,24,8,34,9
2025-10-20 00:00:00+00:00,37,22,58,28
2025-10-21 00:00:00+00:00,631,30,97,30
2025-10-22 00:00:00+00:00,72,24,87,35
2025-10-23 00:00:00+00:00,186,31,74,28
2025-10-24 00:00:00+00:00,44,21,83,21
2025-10-25 00:00:00+00:00,55,24,29,14
2025-10-26 00:00:00+00:00,21,11,28,20
2025-10-27 00:00:00+00:00,247,31,40,18
2025-10-28 00:00:00+00:00,858,40,248,33
2025-10-29 00:00:00+00:00,347,15,44,17
2025-10-30 00:00:00+00:00,139,23,108,33
2025-10-31 00:00:00+00:00,80,21,43,22
