time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-16 00:00:00+00:00,119,10,19,12
2025-11-17 00:00:00+00:00,113,13,57,17
2025-11-18 00:00:00+00:00,777,22,55,15
2025-11-19 00:00:00+00:00,963,18,44,16
2025-11-20 00:00:00+00:00,10,8,88,23
2025-11-21 00:00:00+00:00,266,14,15,7
2025-11-22 00:00:00+00:00,3,3,34,14
2025-11-23 00:00:00+00:00,8,8,15,11
2025-11-24 00:00:00+00:00,826,22,90,18
2025-11-25 00:00:00+00:00,217,10,61,12
2025-11-26 00:00:00+00:00,579,14,53,17
2025-11-27 00:00:00+00:00,307,10,105,15
2025-11-28 00:00:00+00:00,209,11,49,24
2025-11-29 00:00:00+00:00,102,4,14,13
