referrer,views_total,views_unique
seissol.org,227,19
Google,174,18
github.com,61,16
seissol.readthedocs.io,25,4
cn.bing.com,16,9
Bing,9,5
gitlab.com,9,1
tread-horizon.eu,7,1
tandem.readthedocs.io,6,1
statics.teams.cdn.office.net,4,1
