referrer,views_total,views_unique
Google,51,21
seissol.org,37,13
github.com,32,13
Bing,23,4
seissol.readthedocs.io,7,4
DuckDuckGo,2,2
agupubs.onlinelibrary.wiley.com,1,1
intel.com,1,1
link.zhihu.com,1,1
pdf.sciencedirectassets.com,1,1
