time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-10-07 00:00:00+00:00,368.0,7.0,51,13
2024-10-08 00:00:00+00:00,205.0,5.0,104,22
2024-10-09 00:00:00+00:00,75.0,2.0,75,16
2024-10-10 00:00:00+00:00,37.0,2.0,56,19
2024-10-11 00:00:00+00:00,2.0,2.0,14,10
2024-10-12 00:00:00+00:00,6.0,4.0,7,6
2024-10-13 00:00:00+00:00,110.0,3.0,14,9
2024-10-14 00:00:00+00:00,699.0,8.0,165,26
2024-10-15 00:00:00+00:00,149.0,6.0,111,38
2024-10-16 00:00:00+00:00,119.0,4.0,161,25
2024-10-17 00:00:00+00:00,406.0,8.0,133,23
2024-10-18 00:00:00+00:00,742.0,12.0,117,16
2024-10-19 00:00:00+00:00,2.0,2.0,16,8
2024-10-20 00:00:00+00:00,,,80,11
