time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-02-21 00:00:00+00:00,620,32,14,10
2026-02-22 00:00:00+00:00,322,26,15,8
2026-02-23 00:00:00+00:00,1126,32,19,11
2026-02-24 00:00:00+00:00,920,20,67,17
2026-02-25 00:00:00+00:00,648,38,39,18
2026-02-26 00:00:00+00:00,1802,41,53,23
2026-02-27 00:00:00+00:00,585,15,48,20
2026-02-28 00:00:00+00:00,332,18,25,10
2026-03-01 00:00:00+00:00,16,6,26,10
2026-03-02 00:00:00+00:00,781,20,27,12
2026-03-03 00:00:00+00:00,20,13,25,12
2026-03-04 00:00:00+00:00,124,9,34,15
2026-03-05 00:00:00+00:00,21,12,69,16
2026-03-06 00:00:00+00:00,527,16,66,22
