referrer,views_total,views_unique
Google,42,12
github.com,24,14
seissol.readthedocs.io,20,5
seissol.org,7,7
Bing,7,4
DuckDuckGo,3,2
agupubs.onlinelibrary.wiley.com,1,1
arxiv.org,1,1
cs.cit.tum.de,1,1
link.springer.com,1,1
