time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-09-29 00:00:00+00:00,42,6,82,11
2024-09-30 00:00:00+00:00,547,5,61,12
2024-10-01 00:00:00+00:00,65,5,89,22
2024-10-02 00:00:00+00:00,1010,9,95,37
2024-10-03 00:00:00+00:00,1099,7,132,16
2024-10-04 00:00:00+00:00,1451,13,101,19
2024-10-05 00:00:00+00:00,37,2,18,7
2024-10-06 00:00:00+00:00,1,1,9,4
2024-10-07 00:00:00+00:00,368,7,51,13
2024-10-08 00:00:00+00:00,205,5,104,22
2024-10-09 00:00:00+00:00,75,2,75,16
2024-10-10 00:00:00+00:00,37,2,56,19
2024-10-11 00:00:00+00:00,3,3,13,10
2024-10-12 00:00:00+00:00,5,3,6,5
