referrer,views_total,views_unique
seissol.org,116,22
Google,102,26
github.com,91,12
seissol.readthedocs.io,62,9
cn.bing.com,21,6
Bing,8,7
chatgpt.com,5,1
statics.teams.cdn.office.net,4,3
DuckDuckGo,3,3
palgunadi1993.github.io,3,1
