referrer,views_total,views_unique
github.com,118,20
seissol.org,48,25
Google,43,18
cn.bing.com,16,7
seissol.readthedocs.io,15,6
Bing,6,5
fortran-lang.org,6,1
hpcadvisorycouncil.com,3,2
nature.com,3,1
pubs.geoscienceworld.org,3,1
