referrer,views_total,views_unique
Google,89,34
seissol.org,67,24
github.com,63,14
Bing,22,8
seissol.readthedocs.io,16,5
cn.bing.com,6,5
nature.com,6,4
link.zhihu.com,5,2
deref-gmx.net,5,1
hpcadvisorycouncil.com,4,2
