referrer,views_total,views_unique
github.com,205,17
seissol.org,191,17
Google,86,18
seissol.readthedocs.io,18,7
cn.bing.com,9,9
Bing,9,5
gitlab.com,9,1
tread-horizon.eu,7,1
tandem.readthedocs.io,6,1
statics.teams.cdn.office.net,4,1
