referrer,views_total,views_unique
github.com,106,15
Google,67,26
seissol.org,59,25
seissol.readthedocs.io,11,5
Bing,9,3
cn.bing.com,6,5
deref-gmx.net,3,1
Baidu,2,2
chatgpt.com,2,2
cs.cit.tum.de,1,1
