time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-07 00:00:00+00:00,2450,77,30,30
2026-07-08 00:00:00+00:00,958,42,42,25
2026-07-09 00:00:00+00:00,2701,66,32,17
2026-07-10 00:00:00+00:00,590,58,30,14
2026-07-11 00:00:00+00:00,337,39,15,13
2026-07-12 00:00:00+00:00,604,43,9,8
2026-07-13 00:00:00+00:00,3125,56,20,17
2026-07-14 00:00:00+00:00,1848,43,52,23
2026-07-15 00:00:00+00:00,216,33,45,19
2026-07-16 00:00:00+00:00,6625,134,23,15
2026-07-17 00:00:00+00:00,2030,45,35,14
2026-07-18 00:00:00+00:00,174,36,4,4
2026-07-19 00:00:00+00:00,168,34,18,7
2026-07-20 00:00:00+00:00,235,54,7,7
