referrer,views_total,views_unique
Google,104,38
seissol.org,92,19
github.com,76,18
seissol.readthedocs.io,51,10
tandem.readthedocs.io,32,1
Bing,19,10
DuckDuckGo,8,2
cn.bing.com,5,4
hpcadvisorycouncil.atlassian.net,5,1
seismo-learn.org,2,1
