referrer,views_total,views_unique
github.com,103,19
Google,32,19
seissol.org,28,17
seissol.readthedocs.io,5,3
cs.cit.tum.de,4,1
chatgpt.com,2,2
open.work.weixin.qq.com,2,1
Bing,1,1
copilot.microsoft.com,1,1
pubs.geoscienceworld.org,1,1
