referrer,views_total,views_unique
github.com,46,10
seissol.readthedocs.io,40,8
seissol.org,32,17
Google,29,13
Bing,21,6
cn.bing.com,8,8
dl.acm.org,5,1
hpcadvisorycouncil.com,4,2
rocm.docs.amd.com,4,1
chatgpt.com,3,2
