referrer,views_total,views_unique
github.com,83,18
seissol.org,46,22
Google,43,18
seissol.readthedocs.io,16,7
cn.bing.com,13,6
agupubs.onlinelibrary.wiley.com,6,2
fortran-lang.org,6,1
Bing,4,3
hpcadvisorycouncil.com,3,2
pubs.geoscienceworld.org,3,1
