referrer,views_total,views_unique
Google,283,260
github.com,34,13
seissol.org,31,16
Bing,21,3
DuckDuckGo,3,3
seissol.readthedocs.io,2,2
sites.utexas.edu,2,1
Baidu,1,1
chatgpt.com,1,1
link.seisman.info,1,1
