referrer,views_total,views_unique
github.com,141,20
seissol.org,105,15
Google,87,25
seissol.readthedocs.io,68,8
cn.bing.com,27,8
DuckDuckGo,19,2
Bing,11,10
chatgpt.com,8,4
hpcadvisorycouncil.atlassian.net,7,2
nature.com,5,1
