referrer,views_total,views_unique
github.com,172,10
seissol.org,113,20
Google,68,16
seissol.readthedocs.io,27,8
gitlab.com,14,3
cn.bing.com,10,10
Bing,5,4
statics.teams.cdn.office.net,4,1
Baidu,2,1
sites.utexas.edu,1,1
