time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-17 00:00:00+00:00,20,11,21,7
2025-08-18 00:00:00+00:00,160,12,82,14
2025-08-19 00:00:00+00:00,1687,38,69,7
2025-08-20 00:00:00+00:00,718,11,68,18
2025-08-21 00:00:00+00:00,1597,39,99,16
2025-08-22 00:00:00+00:00,2492,70,38,9
2025-08-23 00:00:00+00:00,12,6,11,6
2025-08-24 00:00:00+00:00,11,5,7,5
2025-08-25 00:00:00+00:00,624,19,44,10
2025-08-26 00:00:00+00:00,19,8,147,37
2025-08-27 00:00:00+00:00,485,9,25,10
2025-08-28 00:00:00+00:00,1006,14,104,9
2025-08-29 00:00:00+00:00,246,10,28,9
2025-08-30 00:00:00+00:00,229,5,4,4
