referrer,views_total,views_unique
seissol.org,133,18
github.com,123,15
Google,100,26
se.copernicus.org,40,1
Bing,19,2
seissol.readthedocs.io,18,6
cn.bing.com,15,5
statics.teams.cdn.office.net,2,1
deref-gmx.net,1,1
DuckDuckGo,1,1
