time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-24 00:00:00+00:00,1619,32,66,15
2025-06-25 00:00:00+00:00,2933,26,264,19
2025-06-26 00:00:00+00:00,2942,37,270,17
2025-06-27 00:00:00+00:00,1831,18,129,14
2025-06-28 00:00:00+00:00,929,20,5,3
2025-06-29 00:00:00+00:00,10,4,7,4
2025-06-30 00:00:00+00:00,3585,42,143,11
2025-07-01 00:00:00+00:00,1569,22,109,9
2025-07-02 00:00:00+00:00,1476,41,234,13
2025-07-03 00:00:00+00:00,1270,33,111,15
2025-07-04 00:00:00+00:00,593,32,61,14
2025-07-05 00:00:00+00:00,649,17,17,4
2025-07-06 00:00:00+00:00,146,12,28,6
2025-07-07 00:00:00+00:00,2156,28,163,17
