referrer,views_total,views_unique
Google,211,23
github.com,118,14
seissol.org,49,13
se.copernicus.org,40,1
seissol.readthedocs.io,39,8
Bing,21,4
cn.bing.com,11,5
gitlab.com,10,1
sianipar17.com,3,1
DuckDuckGo,2,2
