referrer,views_total,views_unique
github.com,74,31
Google,50,19
seissol.org,22,14
Bing,8,8
Baidu,3,3
seissol.readthedocs.io,3,3
DuckDuckGo,2,2
chatgpt.com,2,2
agupubs.onlinelibrary.wiley.com,1,1
cs.cit.tum.de,1,1
