referrer,views_total,views_unique
seissol.org,72,24
Google,54,19
github.com,38,11
Baidu,17,9
Bing,10,6
Yahoo,6,1
seissol.readthedocs.io,5,5
agupubs.onlinelibrary.wiley.com,4,2
konwihr.de,2,2
zenodo.org,2,2
