referrer,views_total,views_unique
github.com,118,27
seissol.org,99,23
Google,73,30
Bing,34,7
seissol.readthedocs.io,18,6
mail.gfz-potsdam.de,9,1
qwx1.2.onescienceway.com,7,3
DuckDuckGo,7,2
wx.mail.qq.com,6,1
search.brave.com,4,2
