referrer,views_total,views_unique
Google,188,173
github.com,62,19
seissol.org,31,15
Bing,29,6
seissol.readthedocs.io,3,3
DuckDuckGo,2,2
link.springer.com,2,1
sites.utexas.edu,2,1
Baidu,1,1
chatgpt.com,1,1
