time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-19 00:00:00+00:00,963,18,44,16
2025-11-20 00:00:00+00:00,10,8,88,23
2025-11-21 00:00:00+00:00,266,14,15,7
2025-11-22 00:00:00+00:00,3,3,34,14
2025-11-23 00:00:00+00:00,8,8,15,11
2025-11-24 00:00:00+00:00,826,22,90,18
2025-11-25 00:00:00+00:00,217,10,61,12
2025-11-26 00:00:00+00:00,579,14,53,17
2025-11-27 00:00:00+00:00,307,10,105,15
2025-11-28 00:00:00+00:00,209,11,49,24
2025-11-29 00:00:00+00:00,104,6,14,13
2025-11-30 00:00:00+00:00,7,6,27,13
2025-12-01 00:00:00+00:00,400,34,63,15
2025-12-02 00:00:00+00:00,62,18,48,11
