time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-29 00:00:00+00:00,10,4,7,4
2025-06-30 00:00:00+00:00,3585,42,143,11
2025-07-01 00:00:00+00:00,1569,22,109,9
2025-07-02 00:00:00+00:00,1476,41,234,13
2025-07-03 00:00:00+00:00,1270,33,111,15
2025-07-04 00:00:00+00:00,593,32,61,14
2025-07-05 00:00:00+00:00,649,17,17,4
2025-07-06 00:00:00+00:00,146,12,28,6
2025-07-07 00:00:00+00:00,2171,35,163,17
2025-07-08 00:00:00+00:00,1298,19,129,24
2025-07-09 00:00:00+00:00,2293,31,169,27
2025-07-10 00:00:00+00:00,38,16,29,15
2025-07-11 00:00:00+00:00,861,17,168,15
2025-07-12 00:00:00+00:00,6,3,8,8
