referrer,views_total,views_unique
github.com,134,28
seissol.org,68,22
Google,63,24
Bing,30,6
qwx1.2.onescienceway.com,22,4
seissol.readthedocs.io,10,3
deref-gmx.net,9,2
wx.mail.qq.com,7,1
DuckDuckGo,6,1
assets-eu.researchsquare.com,3,2
