referrer,views_total,views_unique
github.com,103,12
seissol.org,46,17
seissol.readthedocs.io,41,8
Google,31,14
Bing,27,6
cn.bing.com,9,8
chatgpt.com,6,4
dl.acm.org,5,1
hpcadvisorycouncil.com,4,2
rocm.docs.amd.com,4,1
