time_iso8601,clones_total,clones_unique,views_total,views_unique
2024-12-09 00:00:00+00:00,3.0,1.0,15,7
2024-12-10 00:00:00+00:00,110.0,3.0,70,18
2024-12-11 00:00:00+00:00,39.0,4.0,61,19
2024-12-12 00:00:00+00:00,38.0,3.0,28,13
2024-12-13 00:00:00+00:00,122.0,4.0,56,23
2024-12-14 00:00:00+00:00,43.0,3.0,12,6
2024-12-15 00:00:00+00:00,,,10,9
2024-12-16 00:00:00+00:00,315.0,7.0,60,16
2024-12-17 00:00:00+00:00,164.0,3.0,50,13
2024-12-18 00:00:00+00:00,477.0,6.0,71,23
2024-12-19 00:00:00+00:00,85.0,11.0,93,29
2024-12-20 00:00:00+00:00,180.0,6.0,81,16
2024-12-21 00:00:00+00:00,126.0,5.0,17,11
2024-12-22 00:00:00+00:00,1.0,1.0,5,4
