referrer,views_total,views_unique
github.com,112,23
seissol.org,89,18
Google,62,29
Bing,33,6
seissol.readthedocs.io,12,5
mail.gfz-potsdam.de,9,1
qwx1.2.onescienceway.com,7,3
DuckDuckGo,7,2
search.brave.com,5,3
cs.cit.tum.de,5,2
