referrer,views_total,views_unique
github.com,178,13
seissol.org,123,22
Google,72,19
cn.bing.com,38,11
seissol.readthedocs.io,28,9
gitlab.com,14,3
Bing,5,4
statics.teams.cdn.office.net,4,1
Baidu,2,1
sites.utexas.edu,1,1
