referrer,views_total,views_unique
github.com,90,16
seissol.org,66,24
Google,63,22
cn.bing.com,33,3
seissol.readthedocs.io,24,8
tandem.readthedocs.io,18,3
Bing,12,8
search.brave.com,8,2
DuckDuckGo,6,2
chatgpt.com,4,3
