referrer,views_total,views_unique
seissol.org,105,26
Google,70,26
github.com,56,11
Baidu,15,6
seissol.readthedocs.io,6,5
agupubs.onlinelibrary.wiley.com,6,3
deref-gmx.net,5,1
Bing,4,4
konwihr.de,2,2
sciencedirect.com,2,1
