referrer,views_total,views_unique
Google,160,35
github.com,71,15
seissol.org,66,24
seissol.readthedocs.io,31,10
Bing,29,4
hpcadvisorycouncil.atlassian.net,11,2
Baidu,8,1
cn.bing.com,7,5
DuckDuckGo,7,3
chatgpt.com,4,2
