time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-23 00:00:00+00:00,12,6,11,6
2025-08-24 00:00:00+00:00,11,5,7,5
2025-08-25 00:00:00+00:00,624,19,44,10
2025-08-26 00:00:00+00:00,19,8,147,37
2025-08-27 00:00:00+00:00,485,9,25,10
2025-08-28 00:00:00+00:00,1006,14,104,9
2025-08-29 00:00:00+00:00,246,10,28,9
2025-08-30 00:00:00+00:00,240,10,4,4
2025-08-31 00:00:00+00:00,17,7,11,9
2025-09-01 00:00:00+00:00,1341,25,106,20
2025-09-02 00:00:00+00:00,1934,35,69,18
2025-09-03 00:00:00+00:00,378,16,68,15
2025-09-04 00:00:00+00:00,1595,35,184,31
2025-09-05 00:00:00+00:00,1193,24,38,13
