referrer,views_total,views_unique
github.com,124,27
seissol.org,95,21
Google,71,33
Bing,34,7
seissol.readthedocs.io,18,6
mail.gfz-potsdam.de,9,1
qwx1.2.onescienceway.com,7,3
DuckDuckGo,7,2
wx.mail.qq.com,6,1
search.brave.com,5,3
