referrer,views_total,views_unique
seissol.org,245,20
Google,183,20
github.com,101,18
seissol.readthedocs.io,23,5
cn.bing.com,16,9
gitlab.com,9,1
Bing,8,4
tread-horizon.eu,7,1
tandem.readthedocs.io,6,1
statics.teams.cdn.office.net,4,1
