referrer,views_total,views_unique
github.com,99,15
seissol.org,73,25
Google,58,23
cn.bing.com,31,2
seissol.readthedocs.io,26,8
tandem.readthedocs.io,18,3
Bing,13,9
search.brave.com,9,2
chatgpt.com,6,4
zenodo.org,5,4
